Total Value,Parcel ID,Map Number,Property   Location ,Township ,Land Use,Property Class,Land Area (acreage),Neighborhood Code,Zoning,Legal Desc,Utilities1,Utilities2,Utilities3
"$15,570",19.110379,19633401350743,WALTHER RD,Tobyhanna,911-Undevelped Land,9-Taxable,.34,19R13,RR,LOTS 18 & 19 BLK 14,8-Electric,-,-
"$18,070",19.111934,19634504726690,SHADBLOW RD,Tobyhanna,911-Undevelped Land,9-Taxable,.51,19R06,R-2,LOTS 417 & 418 SEC B,8-Electric,-,-
"$12,510",19.112056,19633401259721,PINECREST/LUTHERLAND,Tobyhanna,911-Undevelped Land,9-Taxable,.17,19R13,RR,LOT 21 BLK 14,8-Electric,-,-
"$2,380",19.113702.1T,19635503037822T1,T 504,Tobyhanna,141-Mobile Homes/Parks,9-Taxable, ,19R01M, , ,8-Electric,5-WELL,6-SEPTIC
"$19,390",19.113703.2T,19635503037822T2,T 504,Tobyhanna,141-Mobile Homes/Parks,9-Taxable, ,19R01M, , ,8-Electric,5-WELL,6-SEPTIC
"$25,020",19.117656,19633402562119,WALTHER RD,Tobyhanna,911-Undevelped Land,9-Taxable,.17,19R13,RR,LOT 6 BLOCK 46,2-Public Water,3-PUBLIC SEWER,8-Electric
"$10,680",19.11A.1.129,19630604524419,BEECH LN,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 705 SEC F,-,-,8-Electric
"$21,600",19.11A.1.167,19630604614351,LAKE LN,Tobyhanna,911-Undevelped Land,9-Taxable,.40,19R02,R-2,LOT 101 SEC F,-,-,8-Electric
"$21,360",19.11A.1.247,19630603438275,MOUNTAIN VIEW DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 924 SEC F,8-Electric,-,-
"$21,480",19.11A.1.249,19630603439161,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.39,19R02,R-2,LOT 903 SEC F,8-Electric,-,-
"$21,360",19.11A.1.251,19630604531344,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 906 SEC F,-,-,8-Electric
"$21,360",19.11A.1.258,19630604535514,146 HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 1114 SEC F,-,-,8-Electric
"$21,240",19.11A.1.259,19630604534475,146 HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.37,19R02,R-2,LOT 1115 SEC F,-,-,8-Electric
"$21,360",19.11A.1.260,19630604534326,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 811 SEC F,-,-,8-Electric
"$21,360",19.11A.1.261,19630604533211,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 813 SEC F,-,-,8-Electric
"$21,360",19.11A.1.262,19630604532154,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 814 SEC F,-,-,8-Electric
"$21,360",19.11A.1.263,19630604531097,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 815 SEC F,-,-,8-Electric
"$21,480",19.11A.1.265,19630604520944,HEMLOCK DR,Tobyhanna,911-Undevelped Land,9-Taxable,.39,19R02,R-2,LOT 817 SEC F,-,-,8-Electric
"$21,120",19.11A.1.270,19630604524767,DEER RUN RD,Tobyhanna,911-Undevelped Land,9-Taxable,.36,19R02,R-2,LOT 719 SEC F,-,-,8-Electric
"$21,120",19.11A.1.271,19630604524701,DEER RUN RD,Tobyhanna,911-Undevelped Land,9-Taxable,.36,19R02,R-2,LOT 720 SEC F,-,-,8-Electric
"$11,340",19.11B.1.116,19630602753761,1827 STAG RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.49,19R02,R-2,LOT 1701 SEC G VI,-,-,8-Electric
"$22,680",19.11B.1.197,19630604645858,RANGER TR,Tobyhanna,911-Undevelped Land,9-Taxable,.49,19R02,R-2,LOT 210 SEC G II,-,-,8-Electric
"$23,880",19.11B.1.219,19630602658474,1013 MAPLE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.59,19R02,R-2,LOT 1604 SEC G III,-,-,8-Electric
"$21,360",19.11C.1.102,19630603412833,WOODLAND TERR,Tobyhanna,911-Undevelped Land,9-Taxable,.38,19R02,R-2,LOT 222 SEC H III,8-Electric,-,-
"$22,320",19.11C.1.128,19630614333627,HILLSIDE TERR,Tobyhanna,911-Undevelped Land,9-Taxable,.46,19R02,R-2,LOT 706 SEC HI,8-Electric,-,-
"$22,560",19.11C.1.45,19630603234297,FAWN RD,Tobyhanna,911-Undevelped Land,9-Taxable,.48,19R02,R-2,LOT 115 SEC H II,8-Electric,-,-
"$22,200",19.11C.1.78,19630603219852,FAWN RD,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 809 SEC H III,8-Electric,-,-
"$22,800",19.11E.1.82,19630601469835,FERN DR,Tobyhanna,911-Undevelped Land,9-Taxable,.50,19R02,R-3,LOT 106 SEC J 1,8-Electric,-,-
"$20,040",19.12A.1.101,19630502887726,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.31,19R02,R-2,LOT 130 SEC A,8-Electric,-,-
"$2,270",19.12A.1.115,19630502769532,NATALIE LN,Tobyhanna,912-Non-Perk,9-Taxable,.49,19R02,R-2,LOT 903 SEC A II,8-Electric,-,-
"$11,340",19.12A.1.116,19630502769633,NATALIE LN,Tobyhanna,911-Undevelped Land,9-Taxable,.49,19R02,R-2,LOT 904 SEC A II,8-Electric,-,-
"$11,520",19.12A.1.117,19630502769714,NATALIE LN,Tobyhanna,911-Undevelped Land,9-Taxable,.52,19R02,R-2,LOT 905 SEC AII,8-Electric,-,-
"$12,600",19.12A.1.118,19630502768837,NATALIE LN,Tobyhanna,911-Undevelped Land,9-Taxable,.70,19R02,R-2,LOT 906 SEC A II,8-Electric,-,-
"$21,600",19.12A.1.34,19630502888527,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.40,19R02,R-2,LOT 128 SEC A,8-Electric,-,-
"$21,480",19.12A.1.77-1,19630502980735,MARTHAS LN,Tobyhanna,911-Undevelped Land,9-Taxable,.39,19R02,R-2,LOT 133 SEC A,8-Electric,-,-
"$21,120",19.12A.1.80,19630502886375,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.36,19R02,R-2,LOT 608 SEC A,8-Electric,-,-
"$20,760",19.12A.1.81,19630502886443,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.34,19R02,R-2,LOT 609 SEC A,8-Electric,-,-
"$2,220",19.12B.1.102,19630502795717,CHIPMUNK LN,Tobyhanna,912-Non-Perk,9-Taxable,.45,19R02,R-2,LOT 404 SEC B IV,8-Electric,-,-
"$22,440",19.12B.1.104,19630502792752,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.47,19R02,R-2,LOT 130 SEC B IV,8-Electric,-,-
"$23,520",19.12B.1.109,19630502698240,DOE LN CT,Tobyhanna,911-Undevelped Land,9-Taxable,.56,19R02,R-2,LOT 121 SEC B IV,8-Electric,-,-
"$24,720",19.12B.1.113,19630502682586,MARTHAS LN,Tobyhanna,911-Undevelped Land,9-Taxable,.66,19R02,R-2,LOT 110 SEC BI,8-Electric,-,-
"$2,220",19.12B.1.117,19630502687225,BEAVER RUN,Tobyhanna,912-Non-Perk,9-Taxable,.45,19R02,R-2,LOT 815 SEC B III,8-Electric,-,-
"$22,200",19.12B.1.118,19630502688109,BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 814 SEC B III,8-Electric,-,-
"$22,320",19.12B.1.119,19630502688173,BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.46,19R02,R-2,LOT 813 SEC B III,8-Electric,-,-
"$22,200",19.12B.1.120,19630502689056,BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 812 SEC B III,8-Electric,-,-
"$22,320",19.12B.1.121,19630502780031,BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.46,19R02,R-2,LOT 811 SEC B III,8-Electric,-,-
"$2,220",19.12B.1.123,19630502771999,CHIPMUNK LN,Tobyhanna,912-Non-Perk,9-Taxable,.45,19R02,R-2,LOT 809 SEC B III,8-Electric,-,-
"$11,220",19.12B.1.127,19630502782497,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.47,19R02,R-2,LOT 804 SEC BIII,8-Electric,-,-
"$22,200",19.12B.1.146,19630502792805,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 131 SEC BV,8-Electric,-,-
"$11,340",19.12B.1.147,19630502791964,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.49,19R02,R-2,LOT 132 SEC BV,8-Electric,-,-
"$22,080",19.12B.1.150,19630604701350,CHIPMONK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.44,19R02,R-2,LOT 410 SEC B V,-,-,8-Electric
"$23,760",19.12B.1.151,19630604702382,CHIPMONK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.58,19R02,R-2,LOT 409 SEC B V CULDES,-,-,8-Electric
"$24,720",19.12B.1.152,19630604703141,CHIPMONK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.66,19R02,R-2,"LOTS 407,408 SEC BV",-,-,8-Electric
"$22,200",19.12B.1.32,19630502785445,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 715 SEC B III,8-Electric,-,-
"$2,220",19.12B.1.33,19630502870480,BEAVER CT,Tobyhanna,912-Non-Perk,9-Taxable,.45,19R02,R-2,LOT 1030 SEC B3,8-Electric,-,-
"$22,320",19.12B.1.43,19630502785222,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.46,19R02,R-2,LOT 717 SEC B III,8-Electric,-,-
"$22,440",19.12B.1.44,19630502785102,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.47,19R02,R-2,LOT 718 SEC B III,8-Electric,-,-
"$22,200",19.12B.1.54,19630502685150,104 BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 1010 SEC BIII,8-Electric,-,-
"$22,200",19.12B.1.55,19630502686033,104 BEAVER RUN,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R02,R-2,LOT 1011 SEC B III,8-Electric,-,-
"$22,440",19.12B.1.66,19630502778353,2048 ABEAVER CT,Tobyhanna,911-Undevelped Land,9-Taxable,.47,19R02,R-2,LOT 1025 SEC B III,8-Electric,-,-
"$27,960",19.12B.1.67,19630502777281,2048 BEAVER CT,Tobyhanna,911-Undevelped Land,9-Taxable,.93,19R02,R-2,LOT 1026 SEC BIII CULDES,8-Electric,-,-
"$2,360",19.12B.1.70,19630502870541,158 BEAVER RUN,Tobyhanna,912-Non-Perk,9-Taxable,.57,19R02,R-2,LOT 1031 SEC B III,8-Electric,-,-
"$23,520",19.12B.1.83,19630502774941,CHIPMUNK LN,Tobyhanna,911-Undevelped Land,9-Taxable,.56,19R02,R-2,LOT 720 SEC B III,8-Electric,-,-
"$20,040",19.12C.1.111,19630502888954,MARTHAS LN,Tobyhanna,911-Undevelped Land,9-Taxable,.31,19R02,R-2,LOT 602 SEC C,8-Electric,-,-
"$10,560",19.12C.1.132,19630502895179,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.36,19R02,R-2,LOT 418 SEC C,8-Electric,-,-
"$21,480",19.12C.1.14,19630502899742,WAGNER WAY,Tobyhanna,911-Undevelped Land,9-Taxable,.39,19R02,R-2,LOT 611 SEC C,8-Electric,-,-
"$21,480",19.12C.1.24,19630502884973,MARTHAS LN,Tobyhanna,911-Undevelped Land,9-Taxable,.39,19R02,R-2,LOT 421 SEC C,8-Electric,-,-
"$2,150",19.12C.1.38,19630502990224,BERRY LN,Tobyhanna,912-Non-Perk,9-Taxable,.39,19R02,R-2,LOT 617 SEC C,8-Electric,-,-
"$2,140",19.12C.1.39,19630502899186,BERRY LN,Tobyhanna,912-Non-Perk,9-Taxable,.38,19R02,R-2,LOT 618 SEC C,8-Electric,-,-
"$2,150",19.12C.1.40,19630502899067,BERRY LN,Tobyhanna,912-Non-Perk,9-Taxable,.39,19R02,R-2,LOT 619 SEC C,8-Electric,-,-
"$21,240",19.12C.1.75,19630502893175,LAKE LN,Tobyhanna,911-Undevelped Land,9-Taxable,.37,19R02,R-2,LOT 404 SEC C,8-Electric,-,-
"$2,760",19.15A.1.71,19630503223378,FOREST DR,Tobyhanna,912-Non-Perk,9-Taxable,.76,19R04,R-2,LOT 2,8-Electric,-,-
"$3,000",19.15B.1.231,19630401066921,SIR GAWAIN CT,Tobyhanna,912-Non-Perk,9-Taxable,.67,19R03,R-1,LOT 173,8-Electric,-,-
"$22,880",19.16.1.9,19630500490250,LR 45039,Tobyhanna,911-Undevelped Land,9-Taxable,.40,19R03,R-2, ,8-Electric,-,-
"$2,400",19.16A.1.102-1,19630502578081,KEIPER LN,Tobyhanna,912-Non-Perk,9-Taxable,.45,19R04,R-2,LOT 18 SEC B,8-Electric,-,-
"$24,460",19.16A.1.35,19630502659574,CROSS ST,Tobyhanna,911-Undevelped Land,9-Taxable,.46,19R03,R-2,LOT 18 SEC E,8-Electric,-,-
"$2,680",19.16A.1.70,19630501359095,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 37 BLK D,8-Electric,-,-
"$2,680",19.16A.1.74,19630501452355,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 41 BLK D,8-Electric,-,-
"$2,680",19.16A.1.77,19630501454537,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 44 BLK D,8-Electric,-,-
"$2,680",19.16A.1.78,19630501455605,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 45 BLK D,8-Electric,-,-
"$2,680",19.16A.1.79,19630501455773,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 46 BLK D,8-Electric,-,-
"$2,680",19.16A.1.84,19630501468190,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.68,19R04,R-2,LOT 51 BLK D,8-Electric,-,-
"$2,690",19.16A.1.86,19630502560215,ROCKY SWAMP RD,Tobyhanna,911-Undevelped Land,9-Taxable,.69,19R04,R-2,LOT 53 BLK D,8-Electric,-,-
"$15,070",19.17A.1.124,19630605089170,PAIUTE 1 PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.16,19R01,R-3,LOT 23 BLK A 107 SEC 4,-,-,8-Electric
"$16,170",19.17A.1.138,19539616941933,DELAWARE TRAIL A,Tobyhanna,911-Undevelped Land,9-Taxable,.21,19R01,R-2,LOT 25 BLK A 10 SEC 1,8-Electric,-,-
"$14,410",19.17A.1.143,19630605181242,PAIUTE PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.13,19R01,R-3,LOT 4 BLK A 52 SEC 10,-,-,8-Electric
"$16,170",19.17A.1.150,19539612865260,COMANCHE TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.21,19R01,R-2,LOT 17 BLK A 7 SEC 1,8-Electric,-,-
"$15,950",19.17A.1.185,19539612950788,COMANCHE TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.20,19R01,R-2,LOT 10 BLK A 8 SEC 1,8-Electric,-,-
"$16,610",19.17A.1.211,19539612955584,LAKE SHORE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.23,19R01,R-2,LOT 5 BLK 4 SEC 1,8-Electric,-,-
"$16,830",19.17A.1.215,19539612955391,MOHICAN TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.24,19R01,R-2,LOT 11 BLK A4 SEC 1,8-Electric,-,-
"$15,730",19.17A.1.220,19539612865309,MOHICAN TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.19,19R01,R-2,LOT 8 BLK 7 SEC 1,8-Electric,-,-
"$17,270",19.17A.1.233,19539616942641,DELAWARE TRAIL A,Tobyhanna,911-Undevelped Land,9-Taxable,.26,19R01,R-2,LOT 2 BLK A 11 SEC 1,8-Electric,-,-
"$16,610",19.17A.1.250,19539612769264,LOCUST RIDGE RDA,Tobyhanna,911-Undevelped Land,9-Taxable,.23,19R01,R-2,LOT 50 BLK 11 SEC 1,8-Electric,-,-
"$17,050",19.17A.1.251,19539612860129,LOCUST RIDGE RDA,Tobyhanna,911-Undevelped Land,9-Taxable,.25,19R01,R-2,LOT 51 BLK 11 SEC 1,8-Electric,-,-
"$17,270",19.17A.1.253,19539612861140,LOCUST RIDGE RDA,Tobyhanna,911-Undevelped Land,9-Taxable,.26,19R01,R-2,LOT 53 BLK 11 SEC 1,8-Electric,-,-
"$16,390",19.17A.1.299,19630605170944,LAKE SHORE DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-3,LOT 6 BLK 107,-,-,8-Electric
"$16,390",19.17A.1.300,19630605079967,LAKE SHORE 1 DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-3,LOT 5 BLK A 107 SEC 4,-,-,8-Electric
"$15,730",19.17A.1.301,19630605078999,LAKE SHORE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.19,19R01,R-3,LOT 4 BLK 107 SEC 4,-,-,8-Electric
"$16,830",19.17A.1.302,19630605087032,LAKE SHORE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.24,19R01,R-3,LOT 2 BLK 107 SEC 4,-,-,8-Electric
"$15,510",19.17A.1.304,19630605088102,PAIUTE 1 PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.18,19R01,R-3,LOT 25 BLK 107 SEC 4,-,-,8-Electric
"$16,610",19.17A.1.43,19539612950407,COMANCHE TRAIL A,Tobyhanna,911-Undevelped Land,9-Taxable,.23,19R01,R-2,LOT 10 BLK A 10 SEC 1,8-Electric,-,-
"$16,610",19.17A.1.76,19539612859220,DELAWARE TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.23,19R01,R-2,LOT 20 ABC SEC 1 BLK 10,8-Electric,-,-
"$17,270",19.17A.1.99,19630605086078,LAKE SHORE 1 DR,Tobyhanna,911-Undevelped Land,9-Taxable,.26,19R01,R-3,LOT 1 BLK A 107 SEC 4,-,-,8-Electric
"$16,170",19.17A.2.17,19539608776479,KICKAPOO DRA,Tobyhanna,911-Undevelped Land,9-Taxable,.21,19R01,R-2,LOT 10 BLK A 102 SEC 3,8-Electric,-,-
"$16,170",19.17A.2.48,19539611773160,KICKAPOO DR,Tobyhanna,911-Undevelped Land,9-Taxable,.21,19R01,R-2,LOT 3 BLK 102 SEC 3,8-Electric,-,-
"$19,030",19.17B.1.120,19539616946550,DELAWARE TRAIL A,Tobyhanna,911-Undevelped Land,9-Taxable,.34,19R01,R-2,LOT 9 BLK 13 SEC 2,8-Electric,-,-
"$17,270",19.17B.1.121,19630613146114,OWASSA DRA,Tobyhanna,911-Undevelped Land,9-Taxable,.26,19R01,R-2,LOT 7 BLK A14 SEC 2,8-Electric,-,-
"$15,950",19.17B.1.123,19630613148142,OWASSA DR,Tobyhanna,911-Undevelped Land,9-Taxable,.20,19R01,R-2,LOT 4 BLK 14 SEC 2,8-Electric,-,-
"$15,510",19.17B.1.124,19630613149122,OWASSA DR,Tobyhanna,911-Undevelped Land,9-Taxable,.18,19R01,R-2,LOTS 3 BLK 14 SEC 2,8-Electric,-,-
"$15,730",19.17B.1.125,19630613149194,OWASSA DR,Tobyhanna,911-Undevelped Land,9-Taxable,.19,19R01,R-2,LOT 2 BLK 14 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.128,19630613146030,KIPPACK TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 9 BLK 14 SEC 2,8-Electric,-,-
"$18,150",19.17B.1.129,19630613145052,KIPPACK TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 8 BLK 14 SEC 2,8-Electric,-,-
"$18,150",19.17B.1.130,19630613134856,KIPPACK TRAIL,Tobyhanna,913-Developments,9-Taxable,.30,19R01,R-2,LOT 13 BLK 15 SEC 2,8-Electric,-,-
"$17,710",19.17B.1.133,19630613136890,KIPPACK PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.28,19R01,R-2,LOT 10 BLK 15 SEC 2,8-Electric,-,-
"$17,710",19.17B.1.134,19630613137871,KIPPACK PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.28,19R01,R-2,LOT 9 BLK A15 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.144,19630613143060,RAMAPO DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-2,LOT 117 BLK 11 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.145,19630613133923,RAMAPO DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-2,LOT 118 BLK 11 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.149,19630613131686,RAMAPO DR,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 122 BLK 11 SEC 2,8-Electric,-,-
"$16,610",19.17B.1.22,19630613137989,KIPPACK PATH A,Tobyhanna,911-Undevelped Land,9-Taxable,.23,19R01,R-2,LOT 11 BLK A 14 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.92,19630613142046,LAKE SHORE DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-2,LOT 110 BLK 11 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.93,19630613132919,LAKE SHORE DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-2,LOT 109 BLK 11 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.95,19630613131846,LAKE SHORE DR,Tobyhanna,913-Developments,9-Taxable,.22,19R01,R-2,LOT 107 BLK 11 SEC 2,8-Electric,-,-
"$16,390",19.17B.1.96,19630613131709,LAKE SHORE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 106 BLK 11 SEC 2,8-Electric,-,-
"$17,050",19.17C.1.139,19539607678717,SHAWNEE DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.25,19R01,R-2,LOT 25 BLK A114 SEC 5,8-Electric,-,-
"$20,350",19.17C.1.154,19539611771490,BUSHKILL DR,Tobyhanna,911-Undevelped Land,9-Taxable,.45,19R01,R-2,LOT 13 BLK 112 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.155,19539607774731,BUSHKILL DR,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 18 BLK 112 SEC 5,8-Electric,-,-
"$19,470",19.17C.1.159,19539607679893,ORONO DR,Tobyhanna,911-Undevelped Land,9-Taxable,.37,19R01,R-2,LOT 12 BLK 115 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.181,19539608788524,CARIBOU DR,Tobyhanna,913-Developments,9-Taxable,.30,19R01,R-2,LOT 7 BLK A 111 SEC 5,8-Electric,-,-
"$9,190",19.17C.1.40,19539607689483,SHAWNEE DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.31,19R01,R-2,LOT 35 BLK A 114 SEC 5,8-Electric,-,-
"$19,470",19.17C.1.49,19539607783552,SHAWNEE DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.37,19R01,R-2,LOT 1 BLK A 115 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.63,19539607780585,SHAWNEE DR,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 37 BLK A 114 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.72,19539607773961,ORONO DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 3 BLK A 112 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.73,19539607774788,BUSHKILL DRA,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 19 BLK A 112 SEC 5,8-Electric,-,-
"$1,820",19.17C.1.85,19539607689011,SHAWNEE DR A,Tobyhanna,912-Non-Perk,9-Taxable,.30,19R01,R-2,LOT 10 BLK A 115 SEC 5,8-Electric,-,-
"$19,250",19.17C.1.91,19539607678974,SHAWNEE DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.35,19R01,R-2,LOT 11 BLK A 115 SEC 5,8-Electric,-,-
"$21,010",19.17C.1.92,19539608788946,CREOLE TRAIL A,Tobyhanna,911-Undevelped Land,9-Taxable,.51,19R01,R-3,"LOTS 61,62 BLK A 114 SEC",8-Electric,-,-
"$17,050",19.17C.1.95,19539608776624,BUSHKILL DR,Tobyhanna,911-Undevelped Land,9-Taxable,.25,19R01,R-2,LOT 30 BLK A 111 SEC 5,8-Electric,-,-
"$18,150",19.17C.1.96,19539607783243,ORONO DR A,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 19 BLK A 115 SEC 5,8-Electric,-,-
"$17,490",19.17D.1.103,19630609253247,BOW PATH,Tobyhanna,911-Undevelped Land,9-Taxable,.27,19R01,R-2,LOT 1 BLK A 21 SEC 6,-,-,8-Electric
"$1,680",19.17D.1.113,19630613143474,LAKE SHORE DR,Tobyhanna,912-Non-Perk,9-Taxable,.24,19R01,R-2,LOT 10 BLK A 19 SEC 6,8-Electric,-,-
"$16,390",19.17D.1.115,19630613242431,OWASSA DR,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 11 BLK A 20 SEC 6,8-Electric,-,-
"$18,810",19.17D.1.125,19630614236731,SKI TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.33,19R01,R-2,LOT 20 BLK A 17 SEC 6,8-Electric,-,-
"$18,590",19.17D.1.141,19630614246132,FOX TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.32,19R01,R-2,LOT 15 BLK A 18 SEC 6,8-Electric,-,-
"$16,390",19.17D.1.155,19630613243538,OMAHA TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 6 BLK A 20 SEC 6,8-Electric,-,-
"$17,270",19.17D.1.157,19630610255250,OMAHA TR,Tobyhanna,911-Undevelped Land,9-Taxable,.26,19R01,R-2,LOT 22 BLK 21 SEC 6,8-Electric,-,-
"$16,830",19.17D.1.160,19630610255010,OMAHA TR,Tobyhanna,911-Undevelped Land,9-Taxable,.24,19R01,R-2,LOT 19 BLK 21 SEC 6,8-Electric,-,-
"$17,710",19.17D.1.163,19630613244729,OMAHA TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.28,19R01,R-2,LOT 16 BLK 21 SEC 6,8-Electric,-,-
"$16,390",19.17D.1.174,19630609251262,OTTAWA TR,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 15 BLK 24 SEC 6,-,-,8-Electric
"$16,390",19.17D.1.177,19630613147971,OTTAWA TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.22,19R01,R-2,LOT 12 BLK 23 SEC 6,8-Electric,-,-
"$18,150",19.17D.1.18,19630614237832,SKI TRAIL,Tobyhanna,911-Undevelped Land,9-Taxable,.30,19R01,R-2,LOT 18 BLK A 17 SEC 6,6-Septic,-,-
"$17,050",19.17D.1.184,19630609250218,TOWANDA TR,Tobyhanna,913-Developments,9-Taxable,.25,19R01,R-2,LOT 5 BLK 24 SEC 6,-,-,8-Electric
